id,primaryName,birth_date,death_year
623,Alexander Jovy,26/08/1971,NULL
624,Troy Miller,21/10/1990,NULL
625,Sarah Flack,06/02/1985,NULL
626,Mark Putnam,19/11/1976,NULL
627,Richard Comeau,23/02/1960,NULL
628,Greg Tennant,16/06/1969,NULL
629,Toby Yates,24/02/1962,11/11/2023 0:00
630,Peter Golub,12/09/1952,NULL
631,Ken Sanzel,17/02/1979,NULL
632,John McCarthy,12/06/1977,NULL
633,Mick Erausquin,07/04/1984,NULL
634,Evan Evans,23/04/1975,NULL
635,John Penney,15/05/1987,NULL
636,Barry Papick,12/12/1977,NULL
637,Nicola Piovani,24/09/1946,NULL
638,Andreas Morell,16/03/1946,NULL
639,C. Courtney Joyner,27/06/1968,NULL
640,John L. Demps Jr.,11/01/1967,NULL
641,Eric Strand,17/07/1976,NULL
642,Randy Carter,07/03/1983,NULL
643,Ed Marx,12/06/1975,NULL
644,Joe Grisaffi,05/11/1968,NULL
645,Dino Herrmann,20/05/1978,NULL
646,Kristina Trirogoff,10/06/1979,NULL
647,Donald Martin,06/04/1986,NULL
648,Andrew Charas,11/11/1979,NULL
649,Stuart Cooper,13/10/1975,NULL
650,Michael S. Murphey,26/05/1981,NULL
651,Paulo Machline,24/12/1967,NULL
652,Travis Fine,07/12/1968,NULL
653,Brian Tyler,20/06/1972,NULL
654,Bill Wandel,06/12/1969,NULL
655,Michael Ellis,25/06/1977,NULL
656,Michael Goi,01/07/1959,NULL
657,Will Wallace,04/11/1992,NULL
658,Steve Balderson,01/06/1972,NULL
659,Eric Hester,04/02/1974,NULL
660,Andy Roberts,05/12/1946,NULL
661,Guy Gonçalves,12/10/1972,NULL
662,Steven Douglas Smith,26/05/1976,NULL
663,Brian Cox,25/05/1946,NULL
664,Philip D. Schwartz,26/10/1977,NULL
665,Niall Byrne,07/11/1989,NULL
666,Péter Politzer,17/12/1974,NULL
667,Matthew Irving,10/11/1983,NULL
668,Jean-Marc Félio,12/07/1953,NULL
669,Gulshan Grover,26/10/1955,NULL
670,Sheri Bylander,08/03/1980,NULL
671,Jill Footlick,15/12/1973,NULL
672,Tom Tangen,14/02/1961,NULL
673,Mark Roper,17/01/1958,NULL
674,Lance W. Dreesen,20/09/1977,NULL
675,Debbie Rochon,21/02/1968,NULL
676,Bey Logan,18/03/1963,NULL
677,Péter Palátsik,23/11/1992,NULL
678,Quentin Lee,19/05/1984,NULL
679,Clifton Collins Jr.,06/12/1970,NULL
680,Alex Thomson,09/04/1929,05/06/2007 0:00
681,Richard Milward,19/12/1976,NULL
682,Alain Goldman,05/09/1975,NULL
683,Fred Williamson,09/09/1938,NULL
684,Mark Neveldine,17/12/1981,NULL
685,Felix Werner,06/06/1966,NULL
686,Kota Srinivasa Rao,02/10/1944,NULL
687,Victor Goss,01/04/1989,NULL
688,Steve Sessions,17/04/1978,NULL
689,Greg De Belles,26/02/1978,NULL
690,Patricia Chica,25/06/1985,NULL
691,Neal Acree,25/05/1974,NULL
692,Sarah Cawley,03/05/1974,NULL
693,Dan van Husen,08/11/1945,20/11/2020 0:00
694,Jeff Danna,09/10/1964,NULL
695,Byron Werner,11/07/1975,NULL
696,Warren Bennett,17/08/1962,NULL
697,Don Dunn,10/09/1980,NULL
698,Antonio Sabato Jr.,04/01/1972,NULL
699,Serge Colbert,02/12/1967,NULL
700,Ken Blakey,20/02/1947,NULL
701,Jessica Alba,26/12/1981,NULL
702,Tatyana Ali,08/08/1979,NULL
703,Naveen Andrews,16/05/1969,NULL
704,Will Arnett,16/02/1970,NULL
705,Darren Aronofsky,12/09/1969,NULL
706,Orson Bean,22/03/1928,01/03/2020 0:00
707,Tyson Beckford,04/04/1970,NULL
708,Catherine Bell,11/03/1968,NULL
709,Camilla Belle,26/04/1986,NULL
710,Gil Bellows,05/07/1967,NULL
711,Lawrence Bender,19/09/1957,NULL
712,Wes Bentley,26/08/1978,NULL
713,Julie Benz,24/05/1972,NULL
714,Jennifer Blanc-Biehn,28/05/1974,NULL
715,Rachel Blanchard,19/06/1978,NULL
716,Joseph Bologna,28/01/1934,15/01/2017 0:00
717,Adrien Brody,12/03/1973,NULL
718,Bruno Campos,28/05/1973,NULL
719,Stephen J. Cannell,19/02/1941,13/05/2010 0:00
720,Linda Cardellini,07/03/1975,NULL
721,Charisma Carpenter,23/12/1982,NULL
722,Lynda Carter,24/08/1951,NULL
723,Lumi Cavazos,10/12/1968,NULL
724,Coolio,15/09/1963,11/01/2022 0:00
725,Marisa Coughlan,19/05/1974,NULL
726,Jane Curtin,20/12/1947,NULL
727,Tim Daly,12/10/1956,NULL
728,Josie Davis,12/01/1978,NULL
729,Andy Dick,02/12/1965,NULL
730,Micky Dolenz,27/10/1945,NULL
731,Tate Donovan,04/09/1963,NULL
732,Peter Facinelli,25/11/1973,NULL
733,David Faustino,19/12/1974,NULL
734,Oded Fehr,19/08/1970,NULL
735,Danielle Fishel,01/06/1981,NULL
736,Frances Fisher,19/07/1952,NULL
737,Joely Fisher,28/11/1967,NULL
738,Schuyler Fisk,06/10/1982,NULL
739,Michael Flatley,13/04/1958,NULL
740,Beau Flynn,26/12/1970,NULL
741,Ben Foster,07/12/1980,NULL
742,Brad Garrett,20/08/1960,NULL
743,Adam Goldberg,15/06/1970,NULL
744,Brian Austin Green,08/07/1973,NULL
745,Angie Harmon,09/04/1972,NULL
746,Shawn Hatosy,19/07/1975,NULL
747,Sean Hayes,09/10/1970,NULL
748,Elaine Hendrix,12/07/1970,NULL
749,Iben Hjejle,03/08/1971,NULL
750,Josh Hopkins,25/11/1970,NULL
751,Djimon Hounsou,05/07/1964,NULL
752,Terrence Howard,24/01/1969,NULL
753,Rachel Hunter,22/06/1969,NULL
754,James Hyde,20/12/1962,NULL
755,Jason Isaacs,02/08/1963,NULL
756,Ray J,01/08/1981,NULL
757,Joshua Jackson,19/06/1978,NULL
758,Thomas Jane,22/07/1969,NULL
759,Allison Janney,08/12/1959,NULL
760,Gladise Jiminez,06/03/1978,NULL
761,Amy Jo Johnson,22/06/1970,NULL
762,Vinnie Jones,13/07/1965,NULL
763,James Keach,19/11/1947,NULL
764,Stacy Keach,08/11/1941,NULL
765,Andrew Keegan,21/06/1979,NULL
766,Jamie Kennedy,18/11/1970,NULL
767,Justin Kirk,03/12/1969,NULL
768,Bryan Kirkwood,19/03/1975,NULL
769,Harmony Korine,19/06/1973,NULL
770,Lindsay Hartley,12/07/1978,NULL
771,Mila Kunis,26/09/1983,NULL
772,Ashton Kutcher,25/12/1978,NULL
773,LL Cool J,19/06/1968,NULL
774,Ali Larter,12/09/1976,NULL
775,John Lasseter,03/06/1957,NULL
776,Joey Lawrence,23/01/1976,NULL
777,Sharon Lawrence,25/12/1961,NULL
778,Jason Lee,11/04/1970,NULL
779,Eva Tamargo,26/11/1960,NULL
780,Delroy Lindo,23/03/1952,NULL
781,Jonathan Lipnicki,03/04/1990,NULL
782,Sabrina Lloyd,16/07/1970,NULL
783,Robert Loggia,21/06/1930,23/03/2015 0:00
784,Natasha Lyonne,13/12/1979,NULL
785,Angus Macfadyen,13/06/1963,NULL
786,Leslie Mann,26/08/1972,NULL
787,James Marsden,28/02/1973,NULL
788,Eric McCormack,16/05/1963,NULL
789,Jenny McShane,18/06/1986,NULL
790,Debra Messing,20/02/1968,NULL
791,Breckin Meyer,23/09/1974,NULL
792,Judson Mills,25/07/1969,NULL
793,Kel Mitchell,10/05/1978,NULL
794,Ralf Moeller,15/03/1959,NULL
795,Meredith Monroe,27/04/1984,NULL
796,Esai Morales,23/01/1962,NULL
797,Debbi Morgan,13/12/1951,NULL
798,Bridget Moynahan,05/03/1971,NULL
799,Patrick Muldoon,16/08/1968,NULL
800,Megan Mullally,05/03/1958,NULL
801,Frankie Muniz,02/09/1985,NULL
802,Elise Neal,24/07/1966,NULL
803,Willie Nelson,19/03/1933,NULL
804,Corin Nemec,10/08/1971,NULL
805,Thomas Ian Nicholas,04/07/1980,NULL
806,Alessandro Nivola,25/02/1972,NULL
807,Catherine Oxenberg,23/11/1961,NULL
808,Master P,28/02/1970,NULL
809,Sarah Paulson,24/01/1974,NULL
810,Piper Perabo,16/08/1976,NULL
811,Gina Philips,22/08/1970,NULL
812,Bijou Phillips,25/03/1980,NULL
813,Jeremy Piven,12/11/1965,NULL
814,Mary Kay Place,22/09/1947,NULL
815,Freddie Prinze Jr.,10/11/1976,NULL
816,Kim Raver,01/08/1969,NULL
817,Norman Reedus,24/04/1969,NULL
818,Tara Reid,06/09/1975,NULL
819,Tim Reid,05/11/1944,NULL
820,Simon Rex,19/07/1974,NULL
821,Busta Rhymes,24/10/1972,NULL
822,Patricia Richardson,26/02/1951,NULL
823,LeAnn Rimes,10/11/1982,NULL
824,Guy Ritchie,19/10/1968,NULL
825,Vincent Riverside,18/12/1972,NULL
826,Jay Roach,06/04/1957,NULL
827,Brian Robbins,20/04/1963,NULL
828,Sam Rockwell,21/11/1968,NULL
829,Joe Roth,19/08/1948,NULL
830,Victoria Rowell,02/05/1959,NULL
831,Kelly Rutherford,10/11/1968,NULL
832,Jason Schwartzman,04/07/1980,NULL
833,Rusty Schwimmer,03/02/1987,NULL
834,Seann William Scott,12/12/1976,NULL
835,Vinessa Shaw,15/11/1976,NULL
836,Lin Shaye,22/02/1943,NULL
837,Marley Shelton,07/11/1974,NULL
838,Azura Skye,17/11/1981,NULL
839,Amy Smart,21/03/1976,NULL
840,Kerr Smith,25/01/1972,NULL
841,Leelee Sobieski,15/03/1983,NULL
842,Marla Sokoloff,25/09/1980,NULL
843,David Spade,12/10/1964,NULL
844,Scott Speedman,04/06/1975,NULL
845,Jason Statham,22/09/1967,NULL
846,Mary Steenburgen,15/05/1953,NULL
847,Alana Stewart,21/10/1945,NULL
848,Michael Stipe,20/03/1960,NULL
849,Larenz Tate,24/07/1975,NULL
850,Justin Timberlake,15/03/1981,NULL
851,Lily Tomlin,23/12/1939,NULL
852,Michelle Trachtenberg,28/11/1985,NULL
853,Shania Twain,10/03/1965,NULL
854,Mike Tyson,05/05/1966,NULL
855,Alanna Ubach,05/01/1975,NULL
856,Blair Underwood,14/02/1964,NULL
857,Wilmer Valderrama,26/03/1980,NULL
858,Amber Valletta,18/09/1974,NULL
859,Mario Van Peebles,19/10/1957,NULL
860,Sofía Vergara,25/09/1972,NULL
861,Estella Warren,22/12/1978,NULL
862,Marlon Wayans,08/10/1972,NULL
863,Alexandra Wentworth,19/10/1965,NULL
864,Lynn Whitfield,06/10/1953,NULL
865,Harland Williams,23/09/1962,NULL
866,Luke Wilson,04/08/1971,NULL
867,Owen Wilson,07/01/1968,NULL
868,Russell Wong,23/04/1963,NULL
869,Ian Ziering,10/09/1964,NULL
870,Christy Carlson Romano,18/06/1984,NULL
871,Jérémie Elkaïm,25/06/1978,NULL
872,Mark Woods,06/02/1947,NULL
873,Thomas DeRenzo,07/03/1956,NULL
874,Oliver Schmitz,18/09/1960,NULL
875,Thierry Arbogast,18/12/1957,NULL
876,Robert Elswit,15/07/1950,NULL
877,Don E. FauntLeRoy,12/03/1953,NULL
878,Tak Fujimoto,02/02/1939,NULL
879,Blasco Giurato,23/12/1941,02/01/2022 0:00
880,Slawomir Idziak,25/06/1945,NULL
881,Jürgen Jürges,25/01/1940,NULL
882,Edward Lachman,20/11/1948,NULL
883,Phil Parmet,05/09/1942,NULL
884,Edward J. Pei,04/11/1987,NULL
885,Dick Pope,04/01/1947,NULL
886,Dante Spinotti,13/08/1943,NULL
887,Vittorio Storaro,01/04/1940,NULL
888,Brian Tufano,27/12/1939,23/06/2023 0:00
889,René Verzier,08/07/1934,25/05/2024 0:00
890,Oliver Wood,07/04/1942,12/12/2023 0:00
891,Robert D. Yeoman,03/07/1951,NULL
892,Luis Bacalov,12/02/1933,24/03/2017 0:00
893,Nick Bicât,24/07/1949,NULL
894,Bernardo Bonezzi,17/06/1964,12/04/2012 0:00
895,Simon Boswell,25/08/1956,NULL
896,Gary Chang,28/11/1953,NULL
897,Chuck Cirino,15/09/1979,NULL
898,Elia Cmiral,18/09/1983,NULL
899,Michel Colombier,19/02/1939,23/11/2004 0:00
900,Vladimir Cosma,27/08/1940,NULL
901,Éric Demarsan,13/11/1938,NULL
902,Pino Donaggio,08/02/1941,NULL
903,Anne Dudley,25/07/1956,NULL
904,Louis Febre,06/07/1983,NULL
905,Richard Gibbs,02/04/1955,NULL
906,James Newton Howard,12/10/1951,NULL
907,Joseph LoDuca,08/06/1958,NULL
908,John Massari,16/10/1957,NULL
909,Fons Merkies,15/07/1966,NULL
910,Mark Mothersbaugh,03/11/1950,NULL
911,Nicholas Pike,19/08/1955,NULL
912,Terry Plumeri,04/01/1944,03/05/2016 0:00
913,Michel Portal,12/02/1935,NULL
914,J. Peter Robinson,19/12/1945,NULL
915,Leonard Rosenman,10/03/1924,26/02/2008 0:00
916,Philippe Sarde,24/04/1948,NULL
917,Alan Silvestri,18/09/1950,NULL
918,Christopher L. Stone,22/10/1952,NULL
919,Teo Usuelli,15/10/1920,23/12/2009 0:00
920,Stephen Warbeck,27/02/1953,NULL
921,Sean Albertson,25/06/1968,NULL
922,Michael Feifer,06/04/1968,NULL
923,Peter Alderliesten,26/11/1972,NULL
924,George Saunders,23/04/1959,NULL
925,Patrice Lucien Cochet,13/05/1968,NULL
926,Keith Solomon,08/03/1968,NULL
927,Alan Brewer,16/06/1984,NULL
928,Sarah Levy,20/05/1980,NULL
929,Ed Vassallo,10/03/1972,18/04/2014 0:00
930,Ruben Pla,20/01/1989,NULL
931,Donal Logue,26/02/1966,NULL
932,Jean-Pierre Mocky,21/12/1929,08/03/2019 0:00
933,Richard Bellis,05/08/1946,NULL
934,Vince Jolivette,04/04/1971,NULL
935,Terence Michael,11/03/1985,NULL
936,Vik Sahay,12/09/1982,NULL
937,David Fine,10/12/1955,NULL
938,Robert Kravitz,15/02/1981,NULL
939,Sonali Kulkarni,05/09/1974,NULL
940,Harry Baer,10/11/1947,NULL
941,E.T.A. Hoffmann,08/09/1900,22/03/1968 0:00
942,David Bickford,23/05/1953,NULL
943,Antoine Monot Jr.,16/08/1975,NULL
944,Ken Sanders,26/12/1983,NULL
945,John J. Kelly,18/04/1967,NULL
946,Sally Potter,04/05/1949,NULL
947,Tim Hunter,03/07/1947,NULL
948,Damian Lee,01/12/1950,NULL
949,Julie Davis,07/11/1969,NULL
950,Richard D'Ovidio,19/10/1982,NULL
951,Michael Ritchie,27/08/1938,24/02/2001 0:00
952,David Abramson,28/05/1987,NULL
953,Lewis Schoenbrun,09/03/1975,NULL
954,Elizabeth Banks,27/07/1974,NULL
955,Joe di Gennaro,22/05/1955,NULL
956,Mary Margaret Robinson,04/09/1981,NULL
957,Sergei Davidoff,07/11/1960,NULL
958,Nick Quinn,03/07/1982,NULL
959,James Anthony Cotton,14/02/1979,NULL
960,Pierre Richard,01/07/1934,NULL
961,David Peters,03/07/1969,NULL
962,James Greer,25/04/1971,NULL
963,Shakti Kapoor,13/01/1952,NULL
964,Igor Martinovic,04/02/1979,NULL
965,Hark Tsui,13/12/1950,NULL
966,Santosh Sivan,26/02/1964,NULL
967,Lynda Boyd,07/10/1978,NULL
968,Deverin Karol,06/10/1969,NULL
969,Rabindranath Tagore,08/09/1900,22/03/1968 0:00
970,Alex Cox,28/12/1954,NULL
971,Jonathan Bar-Giora,20/05/1962,NULL
972,Wouter Jansen,26/06/1972,NULL
973,Justin Caine Burnett,20/02/1973,NULL
974,Leonor Varela,01/04/1972,NULL
975,Angel 11:11,14/12/1973,NULL
976,Douglas Aarniokoski,20/07/1980,NULL
977,Bonnie Aarons,24/03/1985,NULL
978,Refet Abazi,19/02/1964,NULL
979,Allison Abbate,24/10/1965,NULL
980,Carol Abboud,26/11/1986,NULL
981,Catarina Abdalla,26/03/1959,NULL
982,Ashraf Abdel Baky,02/07/1963,NULL
983,Akbar Abdi,20/09/1958,NULL
984,Farkhad Abdullayev,02/06/1957,NULL
985,Aleksandr Abdulov,16/02/1953,16/06/2008 0:00
986,Sadao Abe,18/06/1970,NULL
987,Hisham Abed,08/12/1981,NULL
988,Lionel Abelanski,05/07/1964,NULL
989,Rey 'PJ' Abellana,14/06/1979,NULL
990,William Abello,23/01/1959,NULL
991,Don Abernathy,07/05/1976,NULL
992,Jonathan Aibel,13/08/1974,NULL
993,Simon Abkarian,03/12/1962,NULL
994,Sean Abley,21/02/1973,NULL
995,Ablodévi François Eklu-Nattey,18/08/1978,NULL
996,Onsi Abou Seif,27/10/1986,NULL
997,Yussuf Abu-Warda,18/04/1953,NULL
998,Dustin Lee Abraham,26/01/1990,NULL
999,Eric Abraham,12/11/1976,NULL
1000,Jacqueline Abrahams,13/09/1984,NULL
1001,Jody Abrahams,03/05/1974,NULL
1002,John Abram,15/05/1959,NULL
1003,Luís Abramo,13/09/1976,NULL
1004,Stephanie Abramovich,25/02/1974,NULL
1005,Barry Abrams,26/12/1944,12/11/2009 0:00
1006,Peter Abrams,08/04/1984,NULL
1007,Fidel Abrego,28/06/1979,NULL
1008,Ana Mara Abreu,07/09/1986,NULL
1009,Luis Alberto de Abreu,19/03/1952,NULL
1010,Luis Gerónimo Abreu,26/10/1972,NULL
1011,Ray Abruzzo,17/05/1954,NULL
1012,Katharina Abt,03/04/1967,NULL
1013,Hany Abu-Assad,07/01/1961,NULL
1014,André Abujamra,24/02/1965,NULL
1015,Alon Aboutboul,08/11/1965,NULL
1016,Cesare Accetta,22/10/1990,NULL
1017,John Achorn,05/01/1946,NULL
1018,Forrest J. Ackerman,13/04/1916,09/09/2008 0:00
1019,David Ackert,16/09/1983,NULL
1020,Jensen Ackles,02/03/1978,NULL
1021,Charles Acosta,21/06/1978,NULL
1022,Juan Acosta,11/07/1957,NULL
1023,Francesco Acquaroli,10/03/1962,NULL
1024,David Acton,01/09/1987,NULL
1025,Marvin V. Acuna,17/11/1969,NULL
1026,Arthur Acuña,27/12/1981,NULL
1027,Martha Acuña,26/04/1987,NULL
1028,Nicolás Acuña,15/02/1977,NULL
1029,Aleksandr Adabashyan,24/02/1945,NULL
1030,Piotr Adamczyk,01/11/1972,NULL
1031,Blake Adams,25/05/1975,NULL
1032,David Adams,18/11/1974,NULL
1033,Don Adams,05/04/1973,NULL
1034,J. Todd Adams,12/10/1969,08/08/2020 0:00
1035,Marcus Adams,07/06/1966,NULL
1036,Christopher Adamson,13/06/1956,NULL
1037,C.C. Adcock,10/03/1981,NULL
1038,Gary Adelman,28/11/1944,NULL
1039,Sam Adelman,26/11/1975,NULL
1040,Gisela Aderhold,12/11/1972,NULL
1041,Wale Adebayo,19/11/1987,NULL
1042,Scott Adkins,13/07/1976,NULL
1043,Seth Adkins,09/10/1989,NULL
1044,Trace Adkins,08/12/1962,NULL
1045,Brian Adler,04/12/1979,NULL
1046,Duane Adler,07/09/1990,NULL
1047,Sky Adler,01/09/1985,NULL
1048,Simon Aeby,04/01/1954,NULL
1049,Valeriy Afanasev,16/05/1949,NULL
1050,Arnold Agababov,12/11/1929,04/08/1999 0:00
1051,Bayani Agbayani,18/02/1975,NULL
1052,Steve Agee,01/10/1969,NULL
1053,Shohreh Aghdashloo,11/04/1952,NULL
1054,Tom Agnello,19/06/1982,NULL
1055,Rati Agnihotri,09/04/1960,NULL
1056,Helder Agostini,28/05/1990,NULL
1057,Mikhail Agranovich,15/01/1946,NULL
1058,Jorge Aldama,17/10/1978,NULL
1059,Antonio Aguilar Vicente,14/09/1959,NULL
1060,Michael Aguilar,07/06/1972,NULL
1061,Sandro Aguilar,12/12/1974,NULL
1062,Andrea Aguirre,10/01/1982,NULL
1063,Javier Agirre,17/12/1977,NULL
1064,John P. Aguirre,11/04/1980,NULL
1065,Ramón Agirre,28/10/1949,NULL
1066,Mac Ahlberg,05/05/1931,11/05/2012 0:00
1067,Fauziah Ahmad Daud,11/01/1962,NULL
1068,Mehdi Ahmadi,28/12/1982,NULL
1069,Sonsee Neu,12/11/1973,NULL
1070,Betsy Aidem,20/02/1957,NULL
1071,Shô Aikawa,24/12/1961,NULL
1072,Donna Air,23/08/1979,NULL
1073,Gilles Aird,04/05/1960,NULL
1074,Óscar Aizpeolea,17/07/1948,NULL
1075,Hidekazu Akai,09/01/1959,NULL
1076,Erdinç Akbas,13/03/1945,NULL
1077,Aydemir Akbas,03/02/1935,NULL
1078,Sedat Akdemir,10/09/1980,NULL
1079,Jason Akel,02/09/1972,NULL
1080,Mya Stark,21/07/1976,NULL
1081,Malin Akerman,10/03/1978,NULL
1082,Michael D. Akers,01/09/1977,NULL
1083,William M. Akers,26/01/1985,NULL
1084,Adewale Akinnuoye-Agbaje,12/08/1967,NULL
1085,Yôko Akino,11/05/1957,NULL
1086,Akuyoe Graham,17/08/1976,NULL
1087,Al Vicente,12/07/1980,NULL
1088,Grisha Alasadi,12/05/1970,NULL
1089,Annick Alane,12/04/1925,23/05/2019 0:00
1090,Mario Alarcón,15/06/1945,NULL
1091,Sebastián Alarcón,12/12/1949,19/10/2019 0:00
1092,Joe Alaskey,18/10/1952,24/05/2016 0:00
1093,Zeki Alasya,14/10/1943,01/01/2015 0:00
1094,Carlos Alazraqui,13/06/1962,NULL
1095,Juana Macías,04/07/1971,NULL
1096,Javier Albalá,05/12/1969,NULL
1097,Alex Albanese,01/02/1988,NULL
1098,Antonio Albanese,01/11/1964,NULL
1099,Gerardo Albarrán,03/02/1986,NULL
1100,Mona Albert,09/07/1977,NULL
1101,Richard L. Albert,06/09/1985,NULL
1102,Ross Albert,21/08/1984,NULL
1103,Michael Alberts,02/05/1971,NULL
1104,Francesc Albiol,19/04/1957,NULL
1105,Graham Alborough,02/05/1976,NULL
1106,Ariauna Albright,23/02/1969,NULL
1107,Brett Albright,03/01/1979,NULL
1108,Mosko Alkalai,13/11/1931,12/08/2008 0:00
1109,Todd Alcott,21/09/1961,NULL
1110,Damián Alcázar,22/01/1953,NULL
1111,Julio Aldama Zaizar,27/01/1981,NULL
1112,Julio Aldama Jr.,27/12/1982,NULL
1113,Kate Alderton,22/02/1973,NULL
1114,Terry Alderton,23/05/1970,NULL
1115,William Porter,08/06/1947,02/09/2019 0:00
1116,Iván Aledo,10/02/1951,25/04/2020 0:00
1117,Edesio Alejandro,14/11/1985,NULL
1118,Artashes Aleksanyan,18/02/1961,NULL
1119,Stoyan Aleksiev,11/01/1951,NULL
1120,Michael Alemania,03/03/1974,NULL
1121,Vera Alentova,04/11/1942,NULL
1122,Bernard Alexander,12/04/1982,NULL
1123,Eric H. Alexander,18/01/1981,NULL
1124,Khandi Alexander,08/01/1957,NULL
1125,Les Alexander,14/03/1981,NULL
1126,Mischa Alexander,09/02/1962,NULL
1127,Sasha Alexander,11/07/1973,NULL
1128,Stuart Alexander,03/05/1981,NULL
1129,Susana Alexander,10/07/1943,NULL
1130,Trey Alexander,05/10/1988,NULL
1131,James Alexandrou,17/08/1985,NULL
1132,Gillian Alexy,17/08/1979,NULL
1133,José Luis Alfonzo,02/05/1961,NULL
1134,Róbert Alföldi,03/07/1967,NULL
1135,Arbi Ben Ali,14/05/1977,NULL
1136,Babar Ali,05/09/1972,NULL
1137,Osman Ali,16/06/1974,NULL
1138,Andrés Aliaga,12/12/1979,NULL
1139,Alberto Alifa,12/10/1991,NULL
1140,Mirto Alikaki,05/02/1982,NULL
1141,Selma Alispahic,06/05/1970,NULL
1142,Adolfo Alix Jr.,14/09/1978,NULL
1143,Azelarab Alkaghat,26/04/1971,NULL
1144,Carolyn Allain,04/10/1982,NULL
1145,Eric Allaman,23/07/1959,NULL
1146,Patti Allan,20/09/1977,NULL
1147,Peter Allas,16/09/1981,NULL
1148,Roberta Allegrini,22/12/1969,NULL
1149,Brian Allemand,15/02/1974,NULL
1150,Brittany Allen,16/03/1986,NULL
1151,Chad Allen,28/03/1974,NULL
1152,Keith Allen,27/09/1953,NULL
1153,Kevin Allen,24/09/1962,NULL
1154,Krista Allen,01/12/1981,NULL
1155,Lindsley Allen,10/03/1965,NULL
1156,Mark S. Allen,03/10/1975,NULL
1157,Penelope Allen,03/12/1980,NULL
1158,Peter Allen,24/03/1978,NULL
1159,Roger Allers,14/02/1987,NULL
1160,Antero Alli,09/10/1952,NULL
1161,Chris M. Allport,10/10/1977,NULL
1162,Mike Allred,08/11/1991,NULL
1163,Horacio Almada,14/06/1968,NULL
1164,Jorge Almada,09/04/1977,NULL
1165,Mario Almada,23/04/1922,13/12/2016 0:00
1166,Cleia Almeida,15/03/1982,NULL
1167,Joaquim de Almeida,17/01/1957,NULL
1168,Lourdes Almeida,28/08/1976,NULL
1169,Agustín Almodóvar,05/10/1955,NULL
1170,Alan Almond,15/03/1982,NULL
1171,Mary Aloe,06/11/1987,NULL
1172,José Alonso,14/12/1947,NULL
1173,Emilio Alquézar,28/06/1954,06/05/2014 0:00
1174,Tom Alter,17/08/1950,26/10/2017 0:00
1175,Ernesto Alterio,15/12/1970,NULL
1176,Idan Alterman,12/12/1971,NULL
1177,Ron Althoff,24/05/1981,NULL
1178,Eric Altmayer,15/02/1973,NULL
1179,Nicolas Altmayer,22/11/1968,NULL
1180,John L. Altom,19/04/1986,NULL
1181,Martín Altomaro,03/01/1976,NULL
1182,Alberto Alvarado,11/12/1986,NULL
1183,Rick Alvarez,09/10/1974,NULL
1184,Roy Alvarez,07/08/1950,27/06/2014 0:00
1185,Peter Alwazzan,11/07/1981,NULL
1186,Christophe Alévêque,21/12/1963,NULL
1187,Cecília Amado,19/08/1976,NULL
1188,Jorge Amado,06/11/1912,14/05/2001 0:00
1189,Charles Band,16/09/1951,NULL
1190,Cacá Amaral,06/04/1955,NULL
1191,Suzana Amaral,25/10/1932,18/01/2020 0:00
1192,Michel Amathieu,19/10/1988,NULL
1193,Gerry Amato,08/07/1988,NULL
1194,Rafael Amaya,15/02/1977,NULL
1195,Madhu Ambat,16/05/1950,NULL
1196,Lauren Ambrose,16/01/1978,NULL
1197,Assaf Amdursky,25/04/1987,NULL
1198,Erich Amerkamp,10/09/1977,NULL
1199,Brian Ames,14/09/1983,NULL
1200,Najib Amhali,17/10/1971,NULL
1201,Robert Amico,18/09/1953,NULL
1202,Santiago Amigorena,19/06/1962,NULL
1203,Nikki Amuka-Bird,14/02/1976,NULL
1204,Michael Amundsen,09/11/1985,NULL
1205,Mitchell Amundsen,09/05/1958,NULL
1206,Eva Amurri,14/05/1985,NULL
1207,Jay Anania,27/05/1984,NULL
1208,Allison Anders,07/09/1954,NULL
1209,Richard Anders,02/12/1934,NULL
1210,Carl Andersen,09/07/1958,15/09/2012 0:00
1211,Brad Anderson,13/05/1964,NULL
1212,Brent Anderson,23/07/1973,NULL
1213,Chris Anderson,10/04/1980,NULL
1214,Dave Anderson,02/01/1945,NULL
1215,Gilley Grey,21/11/1983,NULL
1216,Jami Anderson,12/12/1986,NULL
1217,Jan Anderson,13/01/1974,NULL
1218,Matthew R. Anderson,08/02/1983,NULL
1219,Melissa Lee Anderson,25/04/1977,NULL
1220,Rinnan Henderson,06/11/1983,NULL
1221,Wes Anderson,11/09/1969,NULL
1222,William M. Anderson,07/12/1948,NULL
1223,Xavier Anderson,19/04/1975,NULL
1224,Björn Andersson,04/08/1949,NULL
1225,Kris Andersson,14/03/1969,NULL
1226,Evan Andes,14/11/1984,NULL
1227,Masanobu Andô,22/04/1975,NULL
1228,Péter Andorai,09/12/1948,07/10/2020 0:00
1229,Dino Andrade,15/12/1963,NULL
1230,Suzette Andrea,02/09/1968,NULL
1231,Casper Andreas,26/10/1972,NULL
1232,David Andrews,04/02/1952,NULL
1233,Emily Andrews,17/02/1980,NULL
1234,Michael Andrews,17/05/1971,NULL
1235,Shawn Andrews,19/01/1971,NULL
1236,Elena Andreeva,26/09/1977,NULL
1237,Lenore Andriel,12/12/1974,NULL
1238,James Andronica,06/10/1945,NULL
1239,Lawrence Ang,04/09/1970,NULL
